Restaurant_id,Name,Cuisine Style,Rating
R449,La Risacca Blu,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly']",4.5
R450,Bosco Verticale Restaurant Milano,['Italian'],5.0
R451,Osteria Il Riccio di Mare,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R452,Sushi Art,"['Japanese', 'Seafood', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R453,Ristorante Boccino,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R454,Da Giordano il Bolognese,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R455,L'Isola 56 - Tasting House,"['Italian', 'Seafood', 'Mediterranean', 'Wine Bar']",4.5
R456,La Ratera,"['Italian', 'Pizza', 'Contemporary', 'Brew Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R457,Ristorante San Glicerio 2,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly']",4.0
R458,Antica Trattoria Monlue,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R459,SlowSud,"['Italian', 'Gastropub', 'Street Food', 'Mediterranean', 'Vegetarian Friendly']",4.0
R460,Il Liberty,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly']",4.0
R461,Stelvio,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R462,Il Cortiletto dell'Alzaia 56,"['Italian', 'Mediterranean', 'Contemporary', 'Vegetarian Friendly']",4.5
R463,Zen Sushi Restaurant,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly']",4.0
R464,Felix Lo Basso Restaurant,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R465,Premiato Forno Cantoni,"['Italian', 'Mediterranean', 'Barbecue', 'European', 'Vegetarian Friendly']",4.0
R466,Pasta Fresca da Giovanni,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",4.5
R467,la Pida se' Parsot,"['Italian', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",4.5
R468,Seoul Ristorante Coreano,"['Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R469,Mantra Raw Vegan,"['Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R470,PreTesto,"['Italian', 'Mediterranean', 'Barbecue', 'Vegetarian Friendly']",4.0
R471,Bufalatte,"['Delicatessen', 'Street Food', 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",5.0
R472,Berbere Milano,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R473,Osteria La Piola,"['Italian', 'International', 'Vegetarian Friendly']",4.0
R474,All American Diner,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R475,Baja Sardinia,"['Italian', 'Pizza', 'Seafood', 'Mediterranean']",4.0
R476,Spontini - Duomo,"['Pizza', 'Vegetarian Friendly']",4.0
R477,Trattoria Sole,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R478,Ristorante Settembrini 18,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R479,Il Kaimano,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R480,Pizzium - Via Anfossi,"['Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options']",4.5
R481,Massawa,"['African', 'Vegetarian Friendly', 'Vegan Options']",4.0
R482,Shambala,"['Asian', 'Thai', 'Vietnamese', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R483,WellKome,['Japanese'],4.5
R484,Cheese,"['Italian', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R485,Corallium Milano Ristorante,"['Italian', 'Seafood', 'Mediterranean']",4.5
R486,Henry's Cafe,"['Italian', 'Bar', 'Pub', 'Vegetarian Friendly']",4.5
R487,Don Raffaele,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Grill', 'Vegetarian Friendly']",4.0
R488,Globe,"['Italian', 'Bar', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R489,Grape Ristorante Salentino,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.5
R490,ATMosfera,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R491,Al Grissino,"['Italian', 'Seafood', 'Mediterranean', 'Soups']",4.0
R492,Ristorante Lungomare,"['Seafood', 'Vegetarian Friendly']",4.5
R493,Sette Cucina Urbana,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R494,Il Ristorantino della Carne,"['Italian', 'Gluten Free Options']",4.0
R495,Officina 37,"['Italian', 'Seafood', 'Mediterranean', 'Barbecue', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R496,Brasserie Mediterranea,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R497,Taiyo,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly']",4.0
R498,Sakeya The House of Sake,"['Japanese', 'Sushi', 'Vegetarian Friendly']",4.5
R499,Pizzeria Loredani,"['Pizza', 'Vegetarian Friendly']",5.0
R500,Rosso Brera,"['Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R501,Shiva,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R502,Ristorante Pizzeria Rosy e Gabriele,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R503,Luna Rossa,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R504,L'Altra Taverna,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R505,Omacase,"['Japanese', 'Sushi', 'Seafood', 'Soups', 'Vegetarian Friendly']",4.5
R506,Antica Hostaria della Lanterna,"['Italian', 'Mediterranean']",4.0
R507,El Brellin,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R508,Zhen Asian Fusion Restaurant,"['Chinese', 'Japanese', 'Fusion', 'Vegetarian Friendly']",4.5
R509,BIM Coreano,"['Asian', 'Korean', 'Vegetarian Friendly']",4.5
R510,Capuano's,['Italian'],4.5
R511,Drogheria Milanese,"['Italian', 'Mediterranean', 'Gastropub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R512,Yuzu,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R513,Salsamenteria di Parma,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R514,Obica Mozzarella Bar - Duomo,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R515,Pizzeria del Ponte,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R516,Da Regina,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R517,Wu,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Soups', 'Fusion', 'Vegetarian Friendly']",4.0
R518,Famoso Fusion,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",4.0
R519,Amabile,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R520,Bacaro Navigli,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R521,Ristorante Orientale Hong Kong Crossover,"['Japanese', 'Chinese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",4.5
R522,Mujio Cafe,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R523,Caffe Napoli - Duomo,,4.5
R524,Pampas,"['Brazilian', 'Latin', 'Barbecue']",4.0
R525,San Mina,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R526,Monopoli,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R527,Osteria la Tabina,['Italian'],4.0
R528,Casa Dei Ciliegi,"['Italian', 'Steakhouse', 'Mediterranean', 'Barbecue', 'European', 'Vegetarian Friendly']",4.0
R529,Cantine Isola,['Wine Bar'],4.5
R530,Il Pierrot Di Garofalo,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Barbecue', 'Vegetarian Friendly', 'Vegan Options']",4.5
R531,Ostriche & Vino,"['Italian', 'French', 'Seafood', 'Mediterranean', 'European', 'Gluten Free Options']",4.0
R532,Pizzeria Fusco,"['Pizza', 'Vegetarian Friendly']",4.5
R533,Mami Cafe,"['Japanese', 'Seafood', 'Sushi']",4.5
R534,Kungfu Bao,"['Chinese', 'Vegetarian Friendly']",4.5
R535,Taverna Greca Rebetiko,"['Greek', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R536,La Gravina,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R537,Naxos,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.5
R538,Don Carlos Restaurant,"['Italian', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R539,Il Mosto Selvatico,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R540,Rock Burger Milano,"['American', 'Bar', 'Barbecue', 'Vegetarian Friendly']",4.0
R541,Fish Kome,"['Chinese', 'Japanese', 'Sushi', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R542,Sicilia Bedda,"['Italian', 'Vegetarian Friendly']",4.5
R543,Ristorante Pizzeria Sabatini,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",4.0
R544,Bello Tosto Trendy Toast,"['Italian', 'Fast Food', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R545,Osteria dei Malnat,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R546,Tiraboschi 6,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R547,La Plancia,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R548,Kanji EVO,"['Japanese', 'Sushi', 'Vegetarian Friendly']",4.0
R549,Osteria la bis Bistecca,"['Italian', 'Steakhouse', 'Mediterranean', 'Barbecue']",4.0
R550,Drinc,['Italian'],4.5
R551,Caterina Cucina e Farina,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R552,Cow Burger,"['American', 'Fast Food']",4.5
R553,Ristorante Aladino,"['Middle Eastern', 'Lebanese', 'Barbecue', 'Arabic', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",4.0
R554,Don Lisander,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R555,Casa Lucia,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R556,Martinique Grill,"['Brazilian', 'Barbecue', 'South American']",4.0
R557,Tigella's,"['Italian', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R558,Antica Osteria Cavallini,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R559,La Veranda,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R560,Wang Jiao,"['Chinese', 'Seafood', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",4.0
R561,Solo Pizza,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R562,Burger Wave San Marco,"['Australian', 'Fast Food', 'Vegetarian Friendly']",4.0
R563,Miyama,"['Japanese', 'Sushi', 'Fusion', 'Vegetarian Friendly']",4.0
R564,Fiore,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R565,Lungo la Notte,"['Italian', 'Mediterranean', 'Barbecue']",4.5
R566,Nara Sushi Restaurant,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R567,DeRos,"['Italian', 'Mediterranean', 'European', 'Seafood', 'Vegetarian Friendly']",4.5
R568,Pescheria Spadari,"['Italian', 'Seafood', 'Mediterranean', 'Delicatessen', 'Street Food']",4.0
R569,Osteria Delbinari,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R570,Pizzeria Tradizionale,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R571,Osteria del biliardo,"['Italian', 'European', 'Vegetarian Friendly']",4.0
R572,Tsuru Sushi,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly']",4.0
R573,Fei Yun Ge,"['Italian', 'Chinese', 'Japanese', 'Seafood', 'Vegetarian Friendly']",4.5
R574,Ristorante Pizzeria Maruzzella,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R575,Obica Mozzarella Bar - Brera,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R576,Ristorante L'Essenziale,"['Italian', 'Mediterranean', 'Contemporary', 'Seafood', 'European', 'Vegetarian Friendly']",4.5
R577,Spencer - Smoked Soul,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R578,Casa del Ramen,"['Chinese', 'Japanese', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",4.0
R579,Valentino Vintage Restaurant,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R580,La Risacca 2,"['Italian', 'Seafood', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R581,Pescato E Mangiato,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R582,Sciuscia,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R583,Ristorante Alla Cadrega,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R584,Giardino dei Segreti,"['Italian', 'Seafood', 'Mediterranean', 'Barbecue']",4.0
R585,4cento,"['Mediterranean', 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R586,Cafe Gorille,"['Italian', 'French', 'International', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R587,Zibo Cuochi Itineranti,"['Italian', 'Mediterranean', 'Street Food', 'Vegetarian Friendly']",4.5
R588,7 Luppoli - Birra E Cucina,"['Italian', 'Bar', 'Barbecue', 'Pub', 'Vegetarian Friendly']",4.0
R589,Ristorante Greco Akropolis,"['Greek', 'Vegetarian Friendly']",4.0
R590,Fiorenza Ristorante,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R591,Chef J,"['Chinese', 'Vegetarian Friendly']",4.0
R592,La Bicocca,"['Seafood', 'Italian', 'Pizza', 'Mediterranean', 'European']",4.0
R593,Cooperativa La Liberazione,"['Italian', 'Soups', 'Vegetarian Friendly']",4.0
R594,Norin Caffe Bistro,"['Italian', 'Bar', 'Pizza', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.5
R595,Mexicali di viale Bligny,"['Mexican', 'Vegetarian Friendly']",4.0
R596,Ristorante Giuliano a Milano,"['Italian', 'Seafood', 'International', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",4.5
R597,Osteria dei Vecchi Sapori,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",3.5
R598,Panino Giusto San Babila,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R599,Colwyn Bay - Piadineria e Birreria Artigianali,"['Bar', 'Brew Pub', 'Pub', 'Vegetarian Friendly']",4.5
R600,L'Angolo del Rocca,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R601,Vegan World,"['American', 'African', 'International', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R602,T'a Milano,"['Italian', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R603,Mandarin Bar & Bistrot,"['Bar', 'Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R604,Gastronomia Yamamoto,"['Japanese', 'Delicatessen', 'Vegetarian Friendly']",4.5
R605,Il Montalcino,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R606,Blitz,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R607,La Maniera di Carlo,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.5
R608,al Sorriso,"['Italian', 'Seafood', 'Mediterranean']",4.5
R609,Le Api Osteria,"['Italian', 'Vegetarian Friendly']",4.5
R610,L'Osteria Antichi Maestri,"['Italian', 'Bar', 'Gastropub']",4.5
R611,Corey's Soul Chicken,['American'],4.5
R612,Trattoria Casa Fontana . 23 Risotti,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R613,BabeK,"['Fast Food', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.5
R614,Kandoo,"['Japanese', 'Seafood', 'Sushi', 'Soups', 'Fusion']",4.0
R615,Chicken House,"['American', 'Pizza', 'Grill', 'Italian']",4.5
R616,"Zaza Ramen, noodle bar & restaurant","['Japanese', 'Vegetarian Friendly', 'Vegan Options']",3.5
R617,Il Cantico dei Sapori,"['Italian', 'Vegetarian Friendly']",4.5
R618,Hoppy Fish,"['Brew Pub', 'Seafood', 'Pub', 'Street Food', 'Vegetarian Friendly']",4.5
R619,La Cappelletta,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",3.5
R620,Trattoria Piccolo Fumino,['Italian'],4.5
R621,Fresco&Cimmino,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",3.5
R622,Cumino Bistrot,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R623,Wicky's Wicuisine,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'International', 'Contemporary', 'Vegetarian Friendly']",4.5
R624,Adulis Restaurant,"['African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options']",4.0
R625,Muddica,"['Italian', 'Seafood', 'Vegetarian Friendly']",4.0
R626,Il Gusto di Virdis,['Italian'],4.5
R627,I Capatosta,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R628,Kome,"['Japanese', 'Sushi', 'Fusion']",4.0
R629,I Dodici Gatti,"['Italian', 'Pizza', 'European', 'Nepali', 'Mediterranean', 'Asian', 'Vegetarian Friendly']",4.0
R630,Bello e Buono,"['Italian', 'Mediterranean', 'Delicatessen', 'Vegetarian Friendly', 'Vegan Options']",4.0
R631,Pizzeria Spontini,"['Pizza', 'Vegetarian Friendly']",3.5
R632,Seafood Bar Garibaldi,"['Italian', 'Seafood']",4.0
R633,Moya Sushi,"['Japanese', 'Seafood', 'Sushi', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R634,Briscola - Pizza Society,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",3.5
R635,Acquasala,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R636,Pizzeria alla Fontana,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",4.0
R637,Trattoria Ai Due Orsi,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Soups', 'International', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R638,VIVECA,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.0
R639,Fiordiponti Monte Nero,"['Pizza', 'Street Food', 'Italian', 'Bar', 'Pub']",4.0
R640,El Bechee,"['Italian', 'Mediterranean', 'Barbecue', 'European']",4.0
R641,Ristorante La Roccia,"['Italian', 'Chinese', 'Japanese', 'Pizza', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.5
R642,Divina Piadina - Piadineria Artigianale,"['Italian', 'Fast Food', 'Gastropub', 'Street Food', 'Vegetarian Friendly']",4.5
R643,Trattoria Caprese,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R644,28 Posti,"['Italian', 'Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R645,Trame - Original Venetian Sandwiches,"['Italian', 'Fast Food', 'Vegetarian Friendly']",4.0
R646,Al 91,"['Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R647,Osteria del Gambero Rosso,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R648,Hats-Off,"['Mexican', 'American', 'International']",4.0
R649,Trattoria Milanese Dal 1933,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R650,Antica Marmeria di Mirko,"['Italian', 'Steakhouse', 'Mediterranean', 'Barbecue', 'European', 'Gluten Free Options']",4.0
R651,Sorry Mama,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.5
R652,San Filippo Neri,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R653,Ostello Bello,"['Italian', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options']",4.0
R654,Viola,"['Italian', 'Mediterranean', 'Wine Bar', 'Vegetarian Friendly']",4.0
R655,L'Agristorante,"['Italian', 'Mediterranean', 'Barbecue']",4.0
R656,Trattoria Trombetta,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",4.0
R657,Sakura,"['Japanese', 'Seafood', 'Sushi', 'Vegetarian Friendly']",4.0
R658,Osteria Tajoli,['Italian'],4.0
R659,Mo Puglia Bistrot,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R660,Moonlight92,"['Mediterranean', 'Vegetarian Friendly']",4.0
R661,Uzbek,"['Russian', 'Uzbek', 'Vegan Options']",4.5
R662,Leon d'Oro,"['Chinese', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly']",4.0
R663,Tara,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R664,Ristorante Greco Esperides,"['Mediterranean', 'Barbecue', 'European', 'Greek', 'Vegetarian Friendly']",4.0
R665,Pianeta Luna,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R666,I Sapori del Mare,"['Italian', 'Seafood', 'Mediterranean']",4.0
R667,Ristorante Controvento,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R668,Da Martino,"['Italian', 'Pizza', 'Mediterranean']",4.0
R669,Shin Fusion Restaurant,"['Japanese', 'Sushi', 'Vegetarian Friendly']",4.0
R670,Ristorante Belluccio's,"['Italian', 'Seafood', 'Mediterranean', 'Gluten Free Options']",4.0
R671,La toscana di Tony,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",4.0
R672,Ristorante Fairouz,"['Lebanese', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R673,Camparino in Galleria,"['Italian', 'Bar', 'Cafe']",4.0
R674,Pizzeria Napoletana Daniele,"['Italian', 'Pizza', 'Vegetarian Friendly']",4.5
R675,Starita Milano,"['Pizza', 'Vegetarian Friendly']",3.5
R676,Pampa Gourmet,['Vegetarian Friendly'],4.0
R677,Drogheria Milanese,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R678,Ramen Shop,"['Japanese', 'Vegetarian Friendly']",4.5
R679,BhangraBar,"['Italian', 'Indian', 'Bar', 'International', 'Vegetarian Friendly', 'Vegan Options']",3.5
R680,I Sapori di Giovy,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",4.0
R681,Temakinho Milan Magenta,"['Brazilian', 'Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R682,Testina,"['Italian', 'European', 'Gastropub']",4.0
R683,Ba-Ba Reeba,"['Seafood', 'Mediterranean', 'European', 'Spanish', 'Contemporary']",4.0
R684,La tana del lupo,['Italian'],4.0
R685,Al Mozzo,"['Pizza', 'Italian', 'Mediterranean', 'European', 'Gluten Free Options']",4.0
R686,Osteria della Pasta e Fagioli,"['Italian', 'Mediterranean', 'Soups', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R687,Giacomo Arengario,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",3.5
R688,Skuisito La Bottega del Gusto,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",4.5
R689,Ristorante Lucca,"['Mediterranean', 'Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0
R690,Trattoria Del Generale,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.0
R691,Calaluna,"['Italian', 'Seafood', 'Mediterranean', 'Vegetarian Friendly']",4.0
R692,Zen Express Ryukishin,"['Japanese', 'Vegetarian Friendly']",4.5
R693,VersoVerde,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",4.5
R694,Trattoria Il Cormorano,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",4.0
R695,Ca' Turati,"['Italian', 'Cafe', 'Mediterranean', 'Healthy', 'Vegetarian Friendly', 'Vegan Options']",4.5
R696,Nagomi Japanese Restaurant,,4.5
R697,Osteria del Corso,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",4.0
R698,Bove's,"['Steakhouse', 'Barbecue', 'Grill', 'Wine Bar']",4.0
R699,Noma29,"['American', 'Bar', 'Pub']",4.0
